mean_temp,min_temp,max_temp,dewpoint_temp,pressure,humidity,cloud,rainfall,low_visibility_hour,sunshine,radiation,evaporation,wind_direction,wind_speed
29.2,27.7,31.1,25.9,1008.9,83,72,0,0,5.8,17.46,4.8,230,18.4
29.1,27.8,31.9,25.6,1010.9,81,76,0.4,0,3.6,13.89,3.1,210,11.9
29.3,27.2,32.5,25,1010.7,78,54,0,0,8.7,21.2,4.8,240,7.9
29.5,27.2,33,24.5,1009.4,75,28,0,0,8.9,28.29,7,240,13.4
29.6,27.7,32.4,24.7,1007.7,76,27,0,0,12.2,28.34,7.5,240,20
29.8,27.8,32.6,24.9,1006.4,75,52,0,0,11.3,26.99,6.9,250,25.2
29.8,27.8,33.7,25.2,1007,77,63,0,0,8.6,22.78,6.5,240,20.2
28,25.2,32.1,25.5,1010,87,80,20.2,0,6,19.69,4,70,11.5
26.8,25.6,28.8,24.8,1011.1,89,80,2.4,0,1.1,10.05,1.4,30,9.3
27.1,25.1,29.7,25.4,1010,90,79,13.6,0,2.4,11.57,2.4,70,10
29.2,27.1,32.3,25,1006.8,78,65,0.2,0,9.6,23.03,6,210,15.8
29.3,27.5,31.7,25.3,1003.6,80,80,10.6,0,5.9,19.54,4.6,230,22.6
29.1,27.1,31.3,26.4,1002.2,86,80,15.7,0,3.2,14.43,0.9,240,23.4
28.6,26.4,31.2,25.5,1002.3,84,86,12.6,0,2,10.41,0,230,15.3
24,22.4,28.1,23.2,1004.1,95,89,168.9,1,0,3.4,0,20,21.7
24.4,22.8,26.5,21,1005.5,82,86,1.1,0,0.4,9.95,3.4,30,23.9
25,23.6,26.9,22.6,1004.8,86,88,1.4,1,0.3,6.25,1.2,40,26.7
24.9,23.8,26.2,23.9,1003.5,94,91,30.8,0,0,4,0,70,52.4
25.6,25.1,26.2,25.3,1004.7,98,91,62,0,0,3.02,0,110,26.6
26.8,25.8,27.8,26.1,1006,96,88,5.4,0,0.7,7.22,1.3,100,29.3
27.5,26.4,29.9,26.4,1004.2,94,82,6.5,0,2.9,12.06,2.1,110,23.4
28.8,26.8,32.5,26,1002.1,85,59,0,0,6,17.18,4,140,11.4
29.7,27.3,33,25,1001.6,76,27,0,0,11.6,27.29,5.4,230,11.3
30.1,28.1,34.2,25.3,1002.5,76,47,0,0,9.7,25.19,6.2,170,11.8
29.6,27.7,33.7,25.7,1002.9,80,69,0.8,0,8.7,20.6,5.2,90,32.4
27.5,25.7,29.3,25.6,1003.1,90,84,15.2,0,2,9.73,3.5,110,30
27.6,25.4,30.8,25.5,1004.3,88,82,12.1,0,1.9,13.55,1.2,190,24.7
27.4,24.9,29.5,25.3,1006.1,88,89,57,0,0.5,7.84,0,200,28.6
29.3,28,30.7,25.6,1006.6,81,86,0.7,0,2.1,12.81,3.1,230,42.6
29.7,28.6,31.9,25.4,1006.8,78,74,0,0,6.5,23.06,6.2,230,32.1
29.8,28.5,32.3,25.3,1006.3,77,74,1.2,0,8,23.86,6.2,230,29.1
29.8,28.7,32.4,25.1,1005.8,76,72,0.2,0,5.9,16.44,5.3,220,28.6
29.8,28.8,31.6,25.8,1007.5,79,69,0,0,4.9,16.15,3.6,200,23.5
29.8,27.9,33,25.3,1008.2,77,32,0,0,11.7,28.48,4.9,110,17.2
28.2,25.9,31.4,25.6,1005.7,86,81,29.5,0,4.6,16.84,5.3,120,36.8
29.4,27.4,32.9,25,1007.9,77,71,0,0,5.6,21.45,4.5,160,31.2
29.7,27.6,33.2,25.4,1009.4,78,48,0,0,9.6,24.57,4.5,170,17.3
29.5,27.8,32.7,24.8,1008,76,36,0,0,8,20.96,6.2,200,11
29.8,27.6,33,23.9,1007.5,71,42,0,0,11.2,27.09,6.4,220,12.8
28.5,27.3,30.4,24.8,1008.4,81,70,4.6,0,3.7,11.92,2.3,210,20.5
27.3,25,31.2,24.5,1010,85,82,40.7,0,3.1,13.1,7.2,210,24.8
28.8,26.3,32,24.3,1010.8,77,79,0.3,0,9.4,23.34,5.3,200,16.6
29,27,33.2,24.7,1009,78,70,0,0,5.5,20.69,9,150,9.5
27.5,25.8,30.7,24.8,1007.8,85,78,14.2,0,3.9,12.92,2.7,140,9.2
28.8,26.2,32.4,24.8,1008.3,80,49,0.3,0,8,19.72,4.6,160,7.8
29.7,27.5,32.6,24.8,1005.2,76,26,0,0,10.6,23.2,6.1,270,17.1
30.1,28.4,33.5,25.8,1001,78,63,0,0,10.3,22.52,5.7,280,32.2
29.3,25,32.1,25.6,1005.1,81,89,41.4,0,5.4,17.69,4.9,240,28.3
26,24.8,28.1,25.3,1008.5,96,86,44.9,0,0.3,6.08,3.8,60,11.3
25.9,25.3,27.4,24.9,1008.4,94,83,7,0,0.2,6.04,0.4,120,10.9
26.2,24.6,29.9,25.1,1006.9,94,88,29.5,0,3.5,15.89,3.3,110,20.7
27.3,24.6,30.4,24.3,1004.8,84,80,0.5,0,5.7,17.83,3.4,30,13.8
26.8,25.5,29.4,25.5,1005.9,92,85,23,0,2.3,9.56,1.9,60,27.6
27.3,26.2,29.7,25.9,1007.4,92,88,3.5,0,1.6,9.63,2,140,23.7
27.4,26.3,29.9,25.4,1007.3,89,84,0.4,0,2.2,13.13,3.1,90,24
27.8,26.5,30.4,25.9,1008.1,90,84,8.2,0,5.5,17.34,4.2,110,22.3
27.4,26.2,30.3,25.9,1008.5,92,82,12.3,0,2.9,12.43,2.6,100,21.3
26,25,27.4,25.2,1006.9,95,86,26.8,0,0.2,3.67,1.5,120,22.3
25.7,24.6,26.9,25.1,1004.3,97,88,57.7,0,0,5.54,0,170,25.5
26.2,24.9,27.9,24.8,1004.8,92,86,65.4,0,0.4,7.65,3.9,200,31.5
27,24.9,31.1,24.9,1006.4,89,83,14.8,0,2.1,13.67,0,180,26.3
27.7,25.3,31.8,25.4,1008.4,87,75,10.8,0,6,19.9,2.5,150,21
28,25.4,31.7,25.3,1008.5,86,47,0,0,7.5,20.37,5.3,130,9.6
29.1,26.6,33.1,24.7,1006.3,78,44,0,0,10.9,25.62,7.1,110,12.6
29.4,27.7,32.4,25.9,1004.7,81,77,0.5,0,6.7,21.21,5,90,29.7
28.3,25.4,30.7,25.3,1003.8,84,79,4.5,0,3.4,13.6,0.9,90,35
26.5,24.5,27.9,25.3,1004.5,93,85,72.4,0,0.5,6.45,3,130,36.4
28.2,25.6,31.5,25.9,1009.9,88,84,13.3,0,2.5,13.53,3,150,31.4
29.2,27.1,32.9,25,1011.7,79,49,0,0,6.5,17.78,4.5,150,9.6
29.4,27,32.9,23.8,1009.4,73,18,0,0,11.5,26.84,5.9,220,7.8
29.5,27.4,33.1,25.3,1009,78,39,0,0,10.7,27.09,5.5,120,10.5
29.2,27.7,31.7,25.7,1010.3,82,71,0.5,0,6.6,19.89,5.6,140,18.1
29.4,26.7,32.7,24.9,1010.8,78,58,1.3,0,8.7,21.47,5.1,170,14.2
29.6,27.3,32.5,24.8,1008.9,76,25,0,0,10.8,26.15,6.1,250,19.5
30,28.2,33.2,26,1008.4,80,53,0,0,6.3,13.94,3.6,290,14.6
29.8,27.7,33.1,25.3,1008.8,77,51,0,0,11.4,27.35,7.8,110,15.9
30.6,27.7,34.9,24.5,1006.5,71,53,0,0,11.3,26.19,8.1,50,13.5
27.5,25.4,29.9,24.8,1002.2,86,85,48.4,0,0.3,3.46,4.6,70,54.3
26.6,25.2,27.6,25.2,999.3,92,88,59.4,0,0.4,6.18,2.3,150,55
28.2,26.5,28.9,25.1,1002.9,83,88,0.7,0,0.6,6.64,1.7,200,46.4
28,26.8,28.7,25.6,1000.7,87,88,5.3,0,0,2.64,3.4,200,38.1
28.2,26.3,29.6,25.7,999.6,86,89,35.6,0,1.2,6.51,1.1,210,33.3
28.4,26.9,30.2,25.9,1001.4,86,86,3.7,0,0.9,8.25,2.3,200,24.7
27.5,26.3,29.8,26.1,1001.6,92,83,30.6,0,2.6,8.69,2.9,190,12.5
28.9,26.8,31.6,25.5,1000.7,82,73,0,0,8.2,17.75,4.6,230,7.5
29.2,27.4,31,25.5,998.4,81,82,0.2,11,3.5,12.92,2.5,300,11.8
29.2,26.4,31,25.8,996.2,82,86,20.1,6,1,10.07,4.8,280,35.7
28.6,26.6,29.5,25.7,999.4,84,88,26,0,0,7.04,0,230,42.1
28,25.7,29.8,25.6,1003.8,87,88,51.6,0,0.9,8.39,0,200,30.3
27.7,26.1,30.2,26.1,1007.1,91,73,7.3,0,4.1,13.84,2.4,130,16.1
28.8,26.6,32.8,25.4,1006.8,82,31,0,0,8.5,22.84,5.3,60,8.9
29.3,27,32.9,25.2,1006.2,79,25,0,0,8.2,19.17,5,10,7.2
29.7,27.3,33.3,24.6,1005.2,75,46,0,0,11.3,25.42,5.4,210,9.7
29.6,27.8,32,25.1,1004.1,77,80,0,0,6,16.76,4.2,230,9.2
27.3,24.4,29.7,24.9,1005.9,87,88,29.5,0,0.1,7.51,2.3,250,22.8
26.4,24.6,29.5,24.6,1008.4,90,88,35,2,0.1,5.24,3.1,30,12.5
27.2,25.1,29.8,23.6,1010.1,81,77,1,1,6.9,15.13,3.4,230,11.8
27.5,25.1,30.4,24.6,1010.4,84,61,40.6,0,6.8,16.95,2.5,190,10.1
26,25,28,24.8,1008.8,93,83,5,0,0.3,6.55,1.2,30,6.9
25,23.9,26.4,24.3,1009.2,96,88,88.9,0,0,3.07,1,90,22.1
24.1,23.6,25.1,23.8,1011.1,98,89,197.7,0,0,2.93,1.9,90,28
26.3,24.1,29.5,23.7,1013.2,86,65,0.3,0,9.2,22.48,2.5,80,27.3
27.5,25.4,30.7,23.6,1013.6,80,35,0,0,10.4,23.28,2.8,70,21.2
28,25.8,31.1,23.8,1013.9,78,34,0,0,10.9,24.11,6.3,70,24.1
28.2,26.3,31.1,24,1012.6,78,54,0,0,10.1,22.64,5.5,70,27
28.6,26.6,31.8,24.8,1010.6,81,68,0,0,9.9,23.75,5.9,70,22.6
28.4,27.1,30.9,25.1,1011.1,83,66,0,0,8.4,19.42,4.3,70,22
28.5,27.2,31.7,24.8,1011.5,81,66,0,0,8.2,22.24,5.8,80,23.2
27.8,26.8,30.7,24.4,1009.7,82,76,0.2,0,6.4,16.31,3.7,60,21.1
28,26.1,31.5,24.4,1006.8,81,52,0,0,10.3,19.9,4.5,110,15.3
28.2,25.9,32.4,24.9,1006,83,47,15.2,1,5.6,13.38,5.4,110,9.5
28.1,26,30.8,24.1,1007.5,79,57,0.8,0,9.2,21.84,6.6,100,39.5
27.8,26.7,30.3,22.2,1008,72,55,0,0,6.9,18.93,5.8,90,49.3
27.7,26.2,30.2,23,1008.3,76,65,0,0,5.9,18.4,4.8,90,46.7
28.5,26.6,31.4,24,1007.9,77,57,0,0,8.1,18.51,6.8,100,30.4
29.2,27.2,32.5,24.8,1005.9,78,61,0,0,6.1,14.5,3.5,280,15.8
31.2,28.3,34.7,22.4,999.9,60,63,0,0,10.5,21.38,6.9,20,24.9
28,25.2,31.8,23.4,993,78,88,30.6,0,0,4.24,3,10,45.1
27.9,24.8,30.9,25.6,998.9,88,92,56.9,8,2.7,11.44,3.8,200,43.3
28.1,27.2,30.6,25.6,1006.7,86,82,1.3,0,4,14.87,3.3,100,30.1
28.2,26.8,31.2,24.1,1010,79,60,0,0,9.3,21.49,5.9,90,31
27.5,25.2,30,23,1012.3,77,62,0.1,0,6.7,17.64,3.9,70,34.1
26.5,24,29.7,22.2,1011.7,77,61,0.1,1,9,20.86,5.3,90,29.6
26.5,24.6,28.6,23,1008.8,81,80,2.6,2,3.3,12.3,2.1,50,31
25.7,24,27.1,22.3,1008,82,87,2.9,9,0.9,8.26,1.7,50,32.5
25.3,23.8,26.7,23.9,1010.1,92,88,10,4,0,2.46,6.2,80,45.5
27.2,25.7,30.4,23.8,1012.7,82,55,0,6,9,20.52,2.7,90,28.8
27.8,25.5,31.4,21.2,1012.6,69,22,0,4,10.7,20.55,5.1,40,11
26.7,24.6,30.1,20.1,1013,68,32,0,0,8.5,17.49,4.8,100,16.2
26.2,24.7,29.4,20.8,1011.9,72,26,0,20,6.6,15.48,3.7,120,11.2
26.3,23.8,29.9,18.4,1010.5,63,17,0,10,10.6,21.15,4.9,30,10.6
27.7,24.4,31.5,15.3,1008.7,47,5,0,0,10.8,21.77,6.9,20,22.9
28.3,25.5,32,18.3,1006,55,33,0,6,10.7,21.05,6.7,20,24.2
26.8,25.6,29,19.7,1008.1,65,84,0,16,1.8,10.44,4.6,20,21.7
27.2,25.4,30.1,22.5,1010.8,75,77,0,0,8.2,19.42,4.3,30,21.8
27,24.7,30.4,23.6,1012.8,82,51,2.8,0,7.2,17.71,4.2,80,20.7
27.8,25.5,31.1,23.2,1011.8,77,40,0,2,8.3,16.7,4.5,70,10.8
27.6,26.2,30.2,21.1,1011,68,72,0,1,9.2,19.1,6,100,26.3
27.2,25.6,30.4,20.6,1011,67,68,0,0,8.8,18.18,6,90,41.6
26.1,25.3,27,21.4,1011.5,76,86,0,0,0,7.5,2.8,80,39.8
26.9,25.6,29.9,21.9,1013.5,75,60,0,0,8.7,19.15,6,100,25.7
25.8,24.7,27.6,20.2,1017.2,71,78,0,5,5.4,14.78,4.4,100,40.1
24.5,24,26,19.5,1018.9,74,86,0,0,1.2,7.93,4.7,90,39.5
25.2,23.2,28.5,18.7,1018.4,68,73,0,0,8.4,17.98,6.4,80,29.5
25.2,23,28,18.5,1017.8,67,58,0,1,7,14.55,2,40,17.1
25.4,23,28.4,19.1,1016,69,32,0,4,9.1,17.97,4.8,110,15.6
24.8,22.8,27.4,19.7,1015.2,73,65,0.1,23,3.6,9.73,3.2,40,16.3
25.1,22.7,28.4,17.3,1015.6,63,29,0,11,9,17.07,5.5,30,14.1
24.6,21.9,27.6,13,1014.5,49,9,0,2,10.1,17.91,6.4,20,19.3
24.4,21.3,27.9,10.1,1013.1,41,19,0,0,10.2,18.97,7,30,25.3
23.8,21.6,27.1,8.8,1015.4,39,21,0,0,9.4,19.44,6.6,30,31.7
22,19.4,25.6,11.1,1018.3,50,3,0,0,10.1,18.7,2.6,30,24.1
22,20.2,24.7,15.4,1018.7,67,29,0,0,9.3,17.79,4,90,28.5
22.8,20.9,25.7,16.9,1018.7,70,30,0,0,9.9,19.12,3.9,80,28.8
23.7,22.1,26.3,18.1,1018.6,72,67,0,,7.2,16.03,3.9,80,24
24.2,22.9,26.5,19.1,1017.2,73,47,0,0,8.3,17.53,4.4,80,23.8
24.8,22.4,28.1,19.4,1016.7,73,30,0,0,10,18.56,4.4,70,20.9
25.5,22.6,29.5,18,1014,65,57,0,2,10,18.89,4.9,30,17
26.2,24.9,27.5,19,1011.5,65,81,0,0,0.7,7.67,5.9,30,32.5
25.6,23.5,27.6,20,1012.8,71,88,0.4,0,0.9,9.23,1.5,40,39.8
22.7,21.5,24.3,20.4,1017.6,87,89,12.2,9,0,4.46,0.4,50,29.4
22.6,20.9,24.2,20.4,1019,88,91,3.6,15,0,7.02,1.9,80,36.2
24.2,22.6,27.4,20.6,1018.3,81,83,0,20,2.8,9.69,3,80,18.7
24.1,23,26.7,20.4,1017.6,80,70,0,8,6.5,15.29,4.2,90,30.3
24.2,22.8,26.9,19.5,1016.4,76,67,0,5,3.8,12.85,5.9,70,30.8
25.5,22.9,27.7,20.4,1014.6,74,77,0,6,6.7,12.5,0.8,70,39.9
25.4,23.7,26.4,22.4,1014.7,84,88,7.6,0,0.1,5.61,2.3,80,41
24.1,23,25.3,21.3,1014,85,83,0,0,0.2,3.46,2.4,90,49.3
21.9,21.1,23.1,21,1013.2,95,88,33.4,0,0,0.84,1.1,100,48
20.7,19.7,21.3,19.2,1014.2,91,88,3.9,0,0,2.11,2.1,30,30.8
21,19.6,23.6,17.2,1017.3,79,67,0,5,3.1,9.9,2.6,30,23.3
21.5,18.8,24.7,16.2,1018.4,72,35,0,0,9.4,16.89,3.3,30,23.8
21.7,19.2,23.9,15.4,1018.2,68,31,0,7,10,16.09,4.2,30,14.4
21.3,18.8,23.8,12.7,1018.6,58,54,0,0,7.4,14.6,4.2,30,19.7
20.7,18.5,23.6,10.7,1020.6,53,31,0,0,9.7,17.76,6,80,24.3
20.2,18.7,21.3,13.2,1021.1,64,81,0,0,0.3,6.44,1.5,80,29.1
20.1,19.3,21.4,14.6,1019.5,71,86,0,0,1,7.37,2.4,80,35.2
20.5,17.6,22.6,13.9,1018.5,66,81,0.5,0,3.8,11.04,2,70,31.2
21,19.5,22.8,16.9,1018.7,78,82,0.7,0,3.7,11.38,5.7,80,37.7
21.7,20.6,23,17.4,1017.3,76,70,0,0,8,15.96,2.1,80,35.6
22.7,20.4,25.8,19.4,1014.3,82,76,15.2,0,5.9,14.04,5.7,60,20.6
19.5,16.7,22.3,9.7,1015,54,28,0,0,9.9,17.64,3.8,30,28
19.6,17.7,21.3,14.1,1016.9,71,59,0,0,6.1,13.85,2.1,70,29.8
20.1,16,23.2,16.1,1018.1,78,73,0.5,3,3.9,9.55,2.8,70,30.3
15.6,12.8,17.8,9.3,1023.5,68,68,5.1,0,0.7,7.71,4.3,30,40.1
15,12.9,17.2,1.4,1024.2,40,14,0,0,9.8,17.94,3.6,30,28.6
16,13.1,19.2,6.6,1021.8,54,18,0,0,9,16.44,2.8,30,19.4
17.1,14.3,20.7,6.3,1021.8,50,4,0,0,9.8,17.19,3.5,30,18.9
17.7,14.6,21.4,7.6,1020.4,52,10,0,0,9.8,17.69,2.8,30,21.5
18.9,17.3,21.5,12.2,1019.2,66,31,0,0,8.5,16.08,3.1,60,24.8
19.2,16.2,22.8,8.6,1018.2,52,6,0,4,9.6,15.62,5,30,15.7
18.3,15.8,21.4,7.5,1017.9,50,5,0,0,9.6,16.6,3.2,30,18.6
18.3,15.7,21.4,6.6,1016.9,47,0,0,1,9.6,16.23,4.1,30,19.6
19.3,16.6,22.1,12.3,1017.4,65,5,0,13,9.4,15.06,0.7,40,18.7
20,18.2,21.4,15.2,1015.2,74,77,0,16,1.1,8.2,2.8,60,23.9
22,19.8,24.9,13.9,1013.6,61,67,0,24,5.6,12.25,4.3,30,18.4
20.1,18.4,21.7,13.4,1014.5,66,80,0,24,5.1,10.9,3.2,30,29.8
19.2,17.8,20.6,12.6,1017,66,85,0,24,1.4,7.79,4.7,60,26.7
18,16.6,19.3,11.3,1017.2,65,88,0,23,0.8,7.5,1.2,60,33.7
19.2,17.9,20.7,14.7,1017.9,75,88,0,16,0.5,4.32,1.5,40,20.8
18.8,17.2,20.5,16,1018.8,84,92,13,10,0.1,4.23,1.2,60,35.5
17,16.5,17.6,16.6,1016.7,98,96,22.7,0,0,1.61,0.8,50,38.3
13.6,12.2,17.2,12.9,1015,96,91,24.8,0,0,2.09,0.5,20,39.6
12.3,11.4,13.1,11.4,1016.4,94,92,27.8,0,0,2.42,0.9,20,26.5
10.9,9.2,13.4,5.6,1019.8,71,44,0,0,9,17.61,3.4,20,41.2
12,9.5,15,5.6,1022,65,40,0,0,8.6,16.62,3,20,32
13.9,11.3,16.4,7.2,1022.9,64,67,0,0,7,14.05,3.1,40,23.3
14.4,13.1,16,7.3,1024.1,62,74,0,11,2.1,9.33,2.7,30,25
13.5,11.3,16,6.3,1024.3,62,26,0,24,9.1,15.42,3.2,30,22.5
14.6,11.3,17.9,6.3,1022.5,58,13,0,23,9.3,14.9,3.1,30,20.3
14.8,12.2,17.9,7.1,1023.1,60,25,0,14,9.1,14.92,2,20,22.4
15.3,13.4,17.6,6.8,1021.5,57,46,0,22,7.5,12.57,3.2,20,17.6
14.8,12.5,17.3,2.8,1021.1,45,1,0,7,9.4,15.65,5.6,20,34.8
13,11.3,15.5,0.6,1023.5,43,0,0,23,8.9,14.14,2.7,30,36.5
12,9.9,14.6,0.8,1022.9,47,0,0,18,8.4,12.86,3.3,30,22.5
12.1,9.3,15.3,2,1023,51,0,0,5,9.4,15.03,2.6,30,21.9
13.8,10.7,16.3,3.4,1022.5,50,4,0,6,9.3,14.51,3.1,30,10.3
15.3,12.5,18.1,4.5,1021.1,49,0,0,10,9.4,14.93,2.2,20,9.4
15.7,13,18.9,6.3,1019.3,54,0,0,6,9.5,16.11,2.6,40,13
16.8,14.4,19.3,11.8,1016.8,73,49,0,18,4.5,11.77,2,40,16.1
19.8,17.2,22.5,12.9,1015.7,65,28,0,19,8.6,13.92,3,20,10.6
18.8,16.8,21.8,8.2,1017.8,51,0,0,23,8.8,13.49,3.6,20,24
16.3,14.5,18.7,8.3,1018.8,60,2,0,13,9,14.17,3.2,70,24.3
16.5,14.8,18.5,11.3,1018,72,26,0,19,9.1,14.7,2.8,70,33.8
17.8,16.5,19.1,14.4,1016.8,81,88,0,6,1.5,10.02,1.7,60,28.6
18.8,16.1,21,16,1017.9,84,74,0,13,0.9,5.27,2.9,30,17.4
15.5,14.3,16.6,9.6,1022.9,68,83,0,1,0,4.91,1.8,30,25.5
15.3,14.4,16.2,11.2,1024.3,76,87,0,7,0,6.52,3.1,80,38.1
16.2,14.1,18.8,12.3,1023.7,78,32,0,5,9.7,17.21,1.2,70,29.1
17.5,15.1,21.5,12.4,1023.3,73,29,0,13,7.6,13.58,3.1,30,23.8
13.9,11.8,16.2,8,1023.6,67,50,0,0,4.9,12.2,3.5,30,28.1
13.2,10.6,16.8,6.8,1023.6,65,39,0,6,9.4,16.18,3.4,30,26.2
13.2,11.2,16.1,6,1025.6,62,27,0,0,9.8,18.41,3.2,30,28.5
13.9,11.8,16.7,8.1,1024.3,68,28,0,1,9.3,17.42,3,60,30.3
15.5,12.7,18.9,11,1023.3,75,15,0,16,9.3,14.91,2.9,60,14.7
16.2,13.5,19.7,4.9,1026.1,48,0,0,0,9.9,17.5,3.7,30,23
14.6,13.2,16.7,8.7,1026,69,22,0,21,7.6,14.49,4.4,70,30.3
16.4,13.4,20.5,5.6,1023.7,51,10,0,17,9.9,16.6,3.7,30,18.8
14.9,12.9,17.6,1.4,1024.5,33,0,0,3,9.7,16.22,4.8,30,31.5
13.3,10.3,17,0.6,1025.2,43,0,0,0,10,18.2,2.8,30,18.6
13.3,11.6,15.8,7.8,1023.2,70,12,0,0,9.6,18.32,2.7,80,26.9
15.6,12.9,18.5,11.7,1018.8,78,46,0,0,9.5,17.7,2.1,60,28
18.4,16.5,21.4,14.4,1017.7,78,83,0,3,6.5,15.27,2.7,50,20.8
19,16.3,24.4,14.6,1019.4,76,74,0,12,5.3,13.4,1.5,30,19.9
16.4,15,18.9,11.6,1021.3,74,30,0,6,8.8,16.46,2.7,90,28.8
17,14.8,20.3,12.3,1020.4,75,21,0,0,9.6,16.32,2.5,70,20.1
17.8,15.6,21.2,12.7,1019.9,72,2,0,0,10.1,18.83,2.9,50,15.4
18.9,15.9,22.9,14.4,1019.3,75,5,0,0,10.2,18.45,2.9,40,7.3
19.4,16.4,22.8,15.1,1018.4,77,16,0,3,10.2,18.99,2.9,60,9.9
20,18.3,22.2,17,1015.4,83,34,0,3,6.5,11.6,2.9,50,10.8
20.2,17.5,23.8,15.4,1011.6,76,16,0,4,9.7,18.31,2.8,20,10
20.6,17.4,24.6,14.9,1010,71,3,0,0,10.2,18.68,3.5,280,9.4
18.2,16.6,19.4,15.1,1013.3,82,73,0,2,0.4,5.17,2.1,100,40.3
17.1,15.9,19,14.1,1013.9,82,82,0,0,3.2,12.51,2.4,80,35.6
18.6,16.7,21.6,16.3,1012.1,87,81,0,0,5.1,14.55,2.4,50,16
20.3,18.1,23.4,18,1010.9,87,84,0,0,3.2,11.85,2,50,10.5
16.6,16,18,14.9,1011.4,90,88,0.3,0,0,1.78,0.3,40,22.5
14.5,10.4,16.7,13.7,1012.3,95,93,13.1,0,0,1.11,1.5,30,36.7
9.1,8.3,10.5,5.3,1019.1,77,88,0.3,3,0,3.49,1.9,30,39.2
8.4,7.5,9.7,3.1,1019.9,69,89,0,0,0,4.38,1.4,30,28.1
8.9,7.3,10.5,6.6,1018.8,85,96,0.4,6,0,2.36,0.3,30,24.2
8.7,8,9.8,7.2,1021.3,91,96,21.4,2,0,3.03,1.2,20,30.2
10.6,8.2,14.6,4.8,1022.1,67,64,0,9,4.9,13.65,2.8,30,25.3
11.8,9.7,13.6,8.1,1020.4,79,86,0,0,0,3.3,0.4,60,32.2
14.2,13.3,15.4,12.5,1018.6,89,100,0,13,0,4.7,0.8,60,33
17.6,15.3,20.9,16.6,1018.1,95,90,0,7,4.2,12.91,1.6,50,18.5
17,12.2,21.5,15.3,1016.4,90,88,0,0,0.9,8.03,2.8,20,16.3
10,7.9,12.4,5.6,1021.5,75,84,3.8,0,0.1,4.24,2.6,20,39.7
12.3,8.2,17.3,4.8,1024.8,62,5,0,0,10.7,22.99,3.3,70,22.1
13.8,12.3,15.2,9.3,1024.5,75,74,0,0,3.9,15.11,3.3,80,41.2
14.7,12.6,17.1,10.5,1023,77,85,0.2,0,2.6,11.9,3.1,70,40.3
16.2,14.4,19.2,12.4,1022.7,78,52,0,0,9.6,20.52,3.3,70,34.6
17,15,19.3,14,1020.6,82,64,0,0,6.3,17.24,3.2,70,34.8
18.7,17.3,20.9,16,1018.6,85,83,0,2,4.2,13.4,2,50,24.7
20.2,17.9,24.1,17.9,1018,87,73,0,6,5.2,13.65,2.6,50,13.5
19.6,18.7,21.1,17.7,1018.9,89,80,0,0,1,7.18,2.3,50,25.8
18.3,17.4,19,16.1,1017,87,88,0,1,0,4.72,1,60,28.7
20,18.4,22.1,18.1,1014.6,89,86,0,0,0.9,8.79,2,50,13.8
19,16,21.7,17.6,1014.6,91,90,0.6,3,1.4,7.24,2,80,21.8
15.8,15.4,16.3,13.8,1017,87,89,0,0,0,4.58,1.4,70,42.3
16.8,15.4,18.2,15.4,1017.5,91,94,0.1,2,0,5.61,1,50,22.4
16.7,15.9,17.6,14.3,1018.7,86,89,0.1,1,0,4.34,2.3,70,30
15.3,14.8,15.9,13.2,1018.2,88,88,0,3,0,3.69,0.4,70,43.2
14.6,14.1,15.1,12.6,1020.3,88,89,0.1,0,0,3.5,1.4,80,46.3
15.1,14.2,16.2,14.1,1018.8,94,94,0.9,0,0,4.11,1.4,60,29.2
14.8,14.2,15.5,12.5,1020.9,87,88,0,0,0,3.57,1.8,40,24.2
14.4,13.9,15.6,11.1,1022.1,81,88,0,1,0,4.99,1.6,70,45.5
15,14.1,15.9,12.7,1020.2,86,88,0.3,14,0,3.37,0.4,60,39.4
17.7,15.4,19.5,17.1,1014.7,96,93,0.1,0,0,3.76,0.3,40,14.7
20.2,19,22.2,15.8,1016.2,77,85,0.3,0,1.3,7.78,3.2,30,19.8
17.1,14.7,19.9,12.1,1022.2,73,84,0.4,0,1.1,8.72,1.5,60,31.3
16,14.7,17.5,9.8,1022.1,67,90,0,7,0.3,5.32,3.9,60,29.2
18.1,16.3,19.9,12.4,1021,70,82,0,6,2.6,11.19,2,50,24.9
20.4,18.4,22.9,18.4,1018.9,88,86,0,4,1.5,9.55,1,50,18.2
21.9,19.9,25,20,1016,89,85,0,1,4.6,14.86,2.7,50,12.8
22.7,20.4,26.8,20.1,1013.6,86,48,0,1,9.1,19.64,2.6,40,6.8
21.5,18.7,25.2,18,1014.2,81,31,0,5,9,16.3,5.1,40,14.3
16.5,15.5,18.7,10.6,1020.4,69,88,0,0,0,4.53,2.7,30,26.7
17.3,15.2,20.8,10.8,1021,67,53,0,8,8,20.88,5.9,70,32.9
18.4,15.9,22,12.6,1022,70,42,0,0,10.7,22.54,3.1,70,33.1
19.5,16.6,23.1,14,1019.4,72,45,0,0,8.9,20.48,4,60,25
21.9,18.9,26.5,16.6,1015.5,73,37,0,0,9.9,21.84,3.8,40,14.4
22.6,20.6,26.2,19.2,1013.9,82,55,0,0,7.5,18.14,4.1,40,7.4
23.5,20.6,27.6,20.1,1012.7,82,53,0,0,8.6,20.98,4.3,160,11.5
